Episode #,Date,Title,Description,Link,Notes
285,"Mar 25, 2005",Know Your Enemy,"Stories about trying to understand who's on your side. The defense minister of Israel visits would-be suicide bombers in prison, only to find out that in at least one case, he feels sorry for the terrorist. A prosecutor tries to censor a punk rock star. He takes him to court, but never bothers to listen to his lyrics.",http://www.thisamericanlife.org/radio-archives/episode/285/know-your-enemy,
284,"Mar 11, 2005",Should I Stay or Should I Go?,"Stories about people teetering on the edge of this question: Should they stay or go? A software writer loses his job, but refuses to go away. He continues to show up at work, sneaking in the door each day and putting in long hours on a project the company canceled.",http://www.thisamericanlife.org/radio-archives/episode/284/should-i-stay-or-should-i-go,
283,"Feb 25, 2005",Remember Me,"Stories about people who are remembered very differently than they'd wished. The ghost of a kindly, distinguished philanthropist supposedly plays pranks on guests at a Ramada hotel in Fond du Lac, Wisconsin. A dying mother makes a tape for her developmentally disabled daughter, hoping she'll watch it someday, knowing she might not.",http://www.thisamericanlife.org/radio-archives/episode/283/remember-me,
282,"Feb 11, 2005",DIY,"After four lawyers fail to get an innocent man out of prison, his friend takes on the case himself. He becomes a do-it-yourself investigator. He learns to read court records, he tracks down hard-to-find witnesses, he gets the real murderer to come forward with his story.",http://www.thisamericanlife.org/radio-archives/episode/282/diy,
281,"Jan 21, 2005",My Big Break,"Sometimes, getting your big break isn't all it's cracked up to be. A comedy duo lands the gig that can make them famous?the Ed Sullivan Show at the height of Sullivan's popularity?and they bomb. A third-grader gets his big chance to please his mother and push his drunken father out of the picture. And other stories.",http://www.thisamericanlife.org/radio-archives/episode/281/my-big-break,
280,"Jan 7, 2005",In Country,What life is like for American soldiers in Iraq.,http://www.thisamericanlife.org/radio-archives/episode/280/in-country,
279,"Dec 10, 2004",Auto Show,"Stories about people who love their cars, for better or for worse.",http://www.thisamericanlife.org/radio-archives/episode/279/auto-show,
278,"Nov 19, 2004",Spies Like Us,"Stories about amateur spies?regular people who spy on other regular people, and the consequences of their spying.",http://www.thisamericanlife.org/radio-archives/episode/278/spies-like-us,
277,"Nov 5, 2004",Apology,"It's rare that a successful apology happens. One where you apologize to someone, not for selfish reasons, but because you're really sorry and you want them to know that, and when the person you're apologizing to really hears what you're saying. Three stories of people groping toward that moment.",http://www.thisamericanlife.org/radio-archives/episode/277/apology,
276,"Oct 29, 2004",Swing Set,"A journey through the minds of undecided voters. For months?through the Swift Boat ads, the convention speeches, the debates?we tracked a few of these voters to find out why they just can't make up their minds. Plus, a story of someone courting undecided voters, and another about people trying to sabotage undecided voters (and everyone else).",http://www.thisamericanlife.org/radio-archives/episode/276/swing-set,
275,"Oct 15, 2004",Two Steps Back,"Ten years ago, when he was still a reporter for NPR's All Things Considered, host Ira Glass did a year-long series on a Chicago public school where things were getting better. Test scores were rising.",http://www.thisamericanlife.org/radio-archives/episode/275/two-steps-back,
274,"Oct 8, 2004",Enemy Camp '04,##not-found##,http://www.thisamericanlife.org/radio-archives/episode/274/enemy-camp-04,
273,"Sep 24, 2004",Put Your Heart In It,"Stories about people deciding whether to give it their all. There's one story about a person who hasn't, one story about someone who has?in a situation where success seems very unlikely?and one story about people who just can't help themselves.",http://www.thisamericanlife.org/radio-archives/episode/273/put-your-heart-in-it,
272,"Sep 10, 2004",Big Tent,"Stories of the Republican Party, America's new majority party. Yes, they're still just barely the majority in the Senate...and in the last Presidential race...and in state legislatures around the country, where they hold just one percent more seats than Democrats nationwide.",http://www.thisamericanlife.org/radio-archives/episode/272/big-tent,
271,"Aug 20, 2004",Best Interests,##not-found##,http://www.thisamericanlife.org/radio-archives/episode/271/best-interests,
270,"Aug 6, 2004",Family Legend,"How, one might wonder, could a simple hunk of cheese drive a wedge between an aging aunt and her devoted niece? Sure, every family has its share of grudges, secrets and bad behavior.",http://www.thisamericanlife.org/radio-archives/episode/270/family-legend,
269,"Jul 16, 2004",Someone to Watch Over Me,"Letting someone else take care of you can change everything. Three stories of couples in which one partner is trying to take care of the other, sometimes with more resistance, sometimes with less.",http://www.thisamericanlife.org/radio-archives/episode/269/someone-to-watch-over-me,
268,"Jun 25, 2004",My Experimental Phase,Three stories about people who decide to try out a new life?the kind of life their parents never wanted for them.,http://www.thisamericanlife.org/radio-archives/episode/268/my-experimental-phase,
267,"Jun 11, 2004",Propriety,"Perhaps there was a time when the rules of polite society were clear. No longer. This week, we bring you stories of people forced to try to figure out how to maintain their dignity?and decency?in some very unsettling situations.",http://www.thisamericanlife.org/radio-archives/episode/267/propriety,
266,"Jun 4, 2004",I'm From the Private Sector and I'm Here to Help,Today's show is devoted to just one story. Contributing editor Nancy Updike went to Iraq to try to figure out what it's like to be a private citizen working in the middle of a war zone.,http://www.thisamericanlife.org/radio-archives/episode/266/im-from-the-private-sector-and-im-here-to-help,
265,"May 21, 2004",Fake Science,Stories of people trying to drag science where it doesn't belong.,http://www.thisamericanlife.org/radio-archives/episode/265/fake-science,
264,"May 7, 2004",Special Treatment,"We love it when we get it, but is it ever really fair? A defense of special treatment, by people who receive it and people who give it.",http://www.thisamericanlife.org/radio-archives/episode/264/special-treatment,
263,"Apr 16, 2004",Desperate Measures,"Stories of people stuck in unfixable situations who try desperate measures. Sometimes these are inventive, sometimes they're ingenious, sometimes they even work.",http://www.thisamericanlife.org/radio-archives/episode/263/desperate-measures,
262,"Apr 2, 2004",Miracle Cures,"People looking for miracle cures, some from above, others from abroad. A son tries to help his mom in a faraway place defy the laws of medical science. A daughter tries to help her dad by going to a faraway place to defy the laws of the United States of America.",http://www.thisamericanlife.org/radio-archives/episode/262/miracle-cures,
261,"Mar 26, 2004",The Sanctity of Marriage,"Stories trying to understand what actually happens in marriages during this time when the definition of marriage is up in the air. Music throughout the hour by a real wedding band, a good one: The Doug Lawrence Orchestra.",http://www.thisamericanlife.org/radio-archives/episode/261/the-sanctity-of-marriage,
260,"Mar 12, 2004",The Facts Don't Matter,"There's what happened, and there's the story that gets told about what happened. Sometimes the two things don't match up very well. This week, two case examples?ripped, as they say, from today's headlines?of the story that's told becoming the truth, even though the facts don't back it up.",http://www.thisamericanlife.org/radio-archives/episode/260/the-facts-dont-matter,
259,"Feb 20, 2004",Promised Land,"For millenia, people have tried to reach a spiritual promised land by fasting. Jesus did it. The Buddha did it. Monks and saints and new age gurus have done it. And now, on the radio, This American Life contributor David Rakoff tries it. He does a 20-day fast, to find out if it brings him any form of enlightenment.",http://www.thisamericanlife.org/radio-archives/episode/259/promised-land,
258,"Jan 30, 2004",Leaving the Fold,"A popular, progressive politician becomes...a talk show host. One you've probably heard of. A group of nuns leave the Catholic Church...only to find themselves essentially, remaining nuns. These and other stories of people leaving the situation they're used to?and striking off for something less familiar.",http://www.thisamericanlife.org/radio-archives/episode/258/leaving-the-fold,
257,"Jan 16, 2004",What I Should've Said,"People return to the scene of the crime where they should have spoken clearly, plainly, forcefully...to review what the hell went wrong, and in a few cases, to fix it. Jonathan Goldstein tries to stop time. Charles Monroe tries to figure out how to teach a lesson to the President of the United States.",http://www.thisamericanlife.org/radio-archives/episode/257/what-i-shouldve-said,
256,"Jan 9, 2004",Living Without,Stories of people living without. Nubar Alexanian explains what fish can do for him that his own ears cannot. Sarah Vowell explains the cheerful journalism of deprivation. And other stories.,http://www.thisamericanlife.org/radio-archives/episode/256/living-without,
255,"Dec 19, 2003",This American's Life's Holiday Gift-Giving Guide,"The vexing difficulty of finding the perfect gift, illustrated in three acts.",http://www.thisamericanlife.org/radio-archives/episode/255/this-americans-lifes-holiday-gift-giving-guide,
254,"Dec 12, 2003","Teenage Embed, Part Two","In early 2003, we brought you a special show about a California teenager, Hyder Akbar, who traveled to Afghanistan, his family's homeland, for the first time.",http://www.thisamericanlife.org/radio-archives/episode/254/teenage-embed-part-two,
253,"Dec 5, 2003",The Middle of Nowhere,"Stories from faraway, hard-to-get-to places, where all rules are off, nefarious things happen because no one's looking, and there's no one to appeal to.",http://www.thisamericanlife.org/radio-archives/episode/253/the-middle-of-nowhere,
252,"Nov 28, 2003",Poultry Slam 2003,"During the period of the year with the highest turkey consumption, we bring you an annual This American Life tradition: Stories of turkeys, chickens, geese, ducks, fowl of all kinds, real and imagined, and their mysterious hold over us.",http://www.thisamericanlife.org/radio-archives/episode/252/poultry-slam-2003,
251,"Nov 21, 2003",Brother's Keeper,"Biblical fables ripped from today's headlines. In his ongoing effort to write his own version of the Bible, Jonathan Goldstein retells the story of Cain and Abel. Finally we hear Cain's side of the story. Plus: neighbors in a small town in Illinois wonder if they could have stepped in?as their neighbors' keepers?to prevent a brutal triple murder.",http://www.thisamericanlife.org/radio-archives/episode/251/brothers-keeper,
250,"Nov 7, 2003",The Annoying Gap Between Theory...and Practice,Why is it always harder than you think it'll be? We explore several case examples of the annoying gap between theory and practice.,http://www.thisamericanlife.org/radio-archives/episode/250/the-annoying-gap-between-theoryand-practice,
249,"Oct 31, 2003",Garbage,"We make what's usually invisible, visible: the world of trash. We follow the trash from the sanitation men on the street, to the mob guys who controlled the hauling business, to the people who actually live in dumps.",http://www.thisamericanlife.org/radio-archives/episode/249/garbage,
248,"Oct 24, 2003",Like It or Not,"Some stories we make happen, others happen to us. Extremes from the latter category, where people let things happen to them and don't act, even when maybe they should. David Rakoff guest hosts.",http://www.thisamericanlife.org/radio-archives/episode/248/like-it-or-not,
247,"Sep 19, 2003",What Is This Thing?,"What is this thing? This thing called love, that is. For answers, we explore the romance novel industry, a $1.5 billion empire run almost entirely by and for women. Plus, relearning the rules of romance from the other side of the gender line. And Sarah Vowell tells the story of the Greatest Romance of the 20th Century.",http://www.thisamericanlife.org/radio-archives/episode/247/what-is-this-thing,
246,"Sep 12, 2003",My Pen Pal,"Stories of very unusual pen pals, people whose relationship could not exist without the help of the postal service.",http://www.thisamericanlife.org/radio-archives/episode/246/my-pen-pal,
245,"Sep 5, 2003",Allure of the Mean Friend,"What is it about them, our mean friends? They treat us badly, they don't call us back, they cancel plans at the last minute, and yet we come back for more. Popular bullies exist in business, politics, everywhere. How do they stay so popular?",http://www.thisamericanlife.org/radio-archives/episode/245/allure-of-the-mean-friend,
244,"Aug 15, 2003",MacGyver,"In real life, we usually never get to invent ingenious solutions, like the guy in the old TV series MacGyver. Today, four real stories in which real people invent amazingly clever solutions to their problems.",http://www.thisamericanlife.org/radio-archives/episode/244/macgyver,
243,"Jul 25, 2003",Later That Same Day,"Stories about what the passage of time can do to someone. When each story starts, the world's aligned one way. Years pass?or sometimes just months?and everything's different.",http://www.thisamericanlife.org/radio-archives/episode/243/later-that-same-day,
242,"Jul 18, 2003",Enemy Camp,"Living behind enemy lines among the enemy, it's sometimes hard to remember why you're fighting in the first place.",http://www.thisamericanlife.org/radio-archives/episode/242/enemy-camp,
241,"Jul 11, 2003",20 Acts in 60 Minutes,"Instead of the usual ""each week we choose a theme, and bring you 3 or 4 stories on that theme"" business, we throw all that away and bring you 20 stories?yes, 20?in 60 minutes.",http://www.thisamericanlife.org/radio-archives/episode/241/20-acts-in-60-minutes,
240,"Jun 20, 2003",I'm In Charge Now,"Stories of people putting themselves in charge in very unlikely, unpromising circumstances.",http://www.thisamericanlife.org/radio-archives/episode/240/im-in-charge-now,
239,"Jun 6, 2003",Lost in America,"Stories of people who are lost, histories that are lost, and things that are lost. This show was recorded onstage in front of audiences on a five-city tour in May 2003. The cities: Boston, Washington DC, Portland Oregon, Denver and Chicago. Featuring house band OK Go.",http://www.thisamericanlife.org/radio-archives/episode/239/lost-in-america,
238,"May 30, 2003",Lost in Translation,"Stories of what can and cannot be translated. A short, non-athletic, bespectacled East Asian studies major who couldn't make his high school basketball team finds himself in the NBA as the personal translator for the first-ever Chinese pro basketball superstar, Yao Ming.",http://www.thisamericanlife.org/radio-archives/episode/238/lost-in-translation,
237,"Apr 18, 2003",Regime Change,"Sure, John Kerry got in trouble for using the phrase, but we have no fear. Because we know that regime change, like charity, begins at home. This week: Stories of regime change in everyday life?people switching jobs, people switching families, businesses dying and new ones starting in their place.",http://www.thisamericanlife.org/radio-archives/episode/237/regime-change,
236,"Apr 11, 2003",My Two Cents,Stories from a contradictory recession. (Audio is from the updated 2004 broadcast),http://www.thisamericanlife.org/radio-archives/episode/236/my-two-cents,
235,"Mar 21, 2003",The Balloon Goes Up,"Stories from the beginnings of the war in Iraq, and how it compares with wars in our country's past.",http://www.thisamericanlife.org/radio-archives/episode/235/the-balloon-goes-up,
234,"Mar 14, 2003",Say Anything,"Does talking about it really help? Stories where it does, and stories where it doesn't, including Michael Bernard Loggins, who tried to battle his fears by listing them. He ended up with a list 183 items long.",http://www.thisamericanlife.org/radio-archives/episode/234/say-anything,
233,"Mar 7, 2003",Starting from Scratch,"Stories of people starting over, sometimes because they want to, other times because they have to.",http://www.thisamericanlife.org/radio-archives/episode/233/starting-from-scratch,
232,"Feb 14, 2003",The Real Story,"It's been said that truth is the first casualty of war. In this week's show, we try to get the real stories from three very different wars.",http://www.thisamericanlife.org/radio-archives/episode/232/the-real-story,
231,"Feb 7, 2003",Time to Save the World,"Stories of people trying to save the world one person at a time, and stories of sudden truths delivered by complete strangers.",http://www.thisamericanlife.org/radio-archives/episode/231/time-to-save-the-world,
230,"Jan 31, 2003",Come Back to Afghanistan,"In January 2002, the President of Afghanistan, Hamid Karzai, spoke at Georgetown University. There he urged Afghan-Americans, especially young ones, to move back to Afghanistan.",http://www.thisamericanlife.org/radio-archives/episode/230/come-back-to-afghanistan,
229,"Jan 10, 2003",Secret Government,"Stories of some of the secrets our government keeps: of imprisonment, deportation, and spying, and how those secrets affect us.",http://www.thisamericanlife.org/radio-archives/episode/229/secret-government,
228,"Jan 3, 2003",You Are So Beautiful?To Me,"Two stories about love, and what people mean when they use the word love. Or, looked at differently, two modern-day reinterpretations of the Frog Prince story. One concerns a pretty man falling in love with an unlikely woman. And an unlikely woman falling in love with a pretty bird.",http://www.thisamericanlife.org/radio-archives/episode/228/you-are-so-beautiful%E2%80%A6to-me,
227,"Dec 20, 2002",Why We Fight,Stories about why we should go to war versus stories of why we shouldn't.,http://www.thisamericanlife.org/radio-archives/episode/227/why-we-fight,
226,"Dec 6, 2002",Reruns,Stories of people stuck in their own personal reruns?moments or episodes that they revisit over and over again. You can watch an animated version of Robert Krulwich's Jackie O story from this episode.,http://www.thisamericanlife.org/radio-archives/episode/226/reruns,
225,"Nov 8, 2002",Home Movies,"Home movies are often all the same?kids on the beach, people getting married, birthday parties?so why do we make and watch so many of them? Maybe it's because the story they show and the story they tell are different. In this show, we bring you five stories that all start with a fairly typical home movie but go on to tell a unique story.",http://www.thisamericanlife.org/radio-archives/episode/225/home-movies,
224,"Oct 25, 2002",Middlemen,"In this week's show, we celebrate the oft-beleaguered and misrepresented middleman. ""Cut out the middleman! Death to the middleman!"" the angry hordes cry. Not us. We say, ""Hi, middleman. Here are three splendid acts to toast your subtle virtues.""",http://www.thisamericanlife.org/radio-archives/episode/224/middlemen,
223,"Oct 11, 2002",Classifieds,"In this show we take the classifieds from one Sunday edition of the Chicago Sun-Times and one edition of the local alternative weekly Chicago Reader, and fill a program with stories that come from the ads. Through the jobs offered, the missed connections, the crap that people sell each other and the musicians' ads we get a portrait of a whole city.",http://www.thisamericanlife.org/radio-archives/episode/223/classifieds,
222,"Sep 27, 2002",Suckers,Some people have a rather dark worldview that divides people into two groups: Suckers and non-suckers. We hear their stories.,http://www.thisamericanlife.org/radio-archives/episode/222/suckers,
221,"Sep 20, 2002",Fake I.D.,"Stories of people traveling under fake papers, false identities, not for power or personal gain, but for their own deeper personal reasons.",http://www.thisamericanlife.org/radio-archives/episode/221/fake-id,
220,"Aug 30, 2002",Testosterone,Stories of people getting more testosterone and coming to regret it. And of people losing it and coming to appreciate life without it. The pros and cons of the hormone of desire.,http://www.thisamericanlife.org/radio-archives/episode/220/testosterone,
219,"Aug 16, 2002",High Speed Chase,"Stories of innocent people fleeing from dangerous men in cars who shoot at them. Unlike in the movies, the pursuers aren't foreign agents or rogue CIA agents, but drunk off-duty policemen and small-town teenagers. Real-ife high-speed chases: who gets chased...and who does the chasing.",http://www.thisamericanlife.org/radio-archives/episode/219/high-speed-chase,
218,"Aug 9, 2002",Act V,"We devote this entire episode to one story: Over the course of six months, reporter and TAL contributor Jack Hitt followed a group of inmates at a high-security prison as they rehearsed and staged a production of the last act?Act V?of Hamlet.",http://www.thisamericanlife.org/radio-archives/episode/218/act-v,
217,"Aug 2, 2002",Give It to Them,"It's been two years since the Mideast peace process collapsed, two years in which each side has done terrible things to the other side. We wanted to understand what that has done to people living in Israel and the West Bank, and to see if anyone is feeling hope.",http://www.thisamericanlife.org/radio-archives/episode/217/give-it-to-them,
216,"Jul 12, 2002",Give the People What They Want,"Stories of people who go to great lengths to give people what they want, and how they're rewarded sometimes, misguided other times.",http://www.thisamericanlife.org/radio-archives/episode/216/give-the-people-what-they-want,
215,"Jun 14, 2002",Ask An Expert,Stories about people who turned to the experts and got horrible advice. One story is about people who went to therapists who made them sicker. Another is about how the hosts of Car Talkinadvertently (or perhaps intentionally) destroyed a car belonging to one of their own employees.,http://www.thisamericanlife.org/radio-archives/episode/215/ask-an-expert,
214,"May 31, 2002",Family Physics,"We take the stately laws of physics?laws which mathematicians and scientists have spent centuries discovering and verifying?and apply them to the realm of human relationships, to see if they shed useful light on our daily lives.",http://www.thisamericanlife.org/radio-archives/episode/214/family-physics,
213,"May 24, 2002",Devil on My Shoulder,"Stories of people who are trying to convince you that the Devil is there, whispering in your ear...and stories of people who try to deny he's there, against some very heavy evidence.",http://www.thisamericanlife.org/radio-archives/episode/213/devil-on-my-shoulder,
212,"May 10, 2002",The Other Man,"Stories about what happens when a new guy comes on the scene, and changes the way everyone who was already there relates to each other.",http://www.thisamericanlife.org/radio-archives/episode/212/the-other-man,
211,"May 3, 2002",Naming Names,"Stories about what happens when you name names. When you turn someone over to the authorities, it can set into motion lots of huge, unintended consequences. A reporter turns over an interviewee to the FBI. A group of teachers turn in their principal. A director turns in his Communist colleagues to the United States Congress.",http://www.thisamericanlife.org/radio-archives/episode/211/naming-names,
210,"Apr 19, 2002",Perfect Evidence,"After a decade in which DNA evidence has freed over 100 people nationwide, it's become clear that DNA evidence isn't just proving wrongdoing by criminals, it's proving wrongdoing by police and prosecutors.",http://www.thisamericanlife.org/radio-archives/episode/210/perfect-evidence,
209,"Mar 29, 2002",Didn't Ask to Be Born,"Two stories that are worst case scenarios for any parent. In each story, when you take apart what happened and how it happened, it's hard to see how anyone could've prevented things from going bad.",http://www.thisamericanlife.org/radio-archives/episode/209/didnt-ask-to-be-born,
208,"Mar 15, 2002",Office Politics,"Stories of high drama from our nation's workplaces. They turn out to be surprising, emotional places, with all the greed, jealousy, and ambition of real politics.",http://www.thisamericanlife.org/radio-archives/episode/208/office-politics,
207,"Mar 8, 2002",Special Ed,"Stories about people who were told that they're different. Some of them were comfortable with it. Some didn't understand it. And some understood, but didn't like it.",http://www.thisamericanlife.org/radio-archives/episode/207/special-ed,
206,"Mar 1, 2002",Somewhere in the Arabian Sea,"Life aboard the USS John C. Stennis, an aircraft carrier in the Arabian Sea that's supporting bombing missions over Afghanistan as part of Operation Enduring Freedom. Only a few dozen people on board actually fly F-18s and F-14s. It takes the rest of the crew?over 5,000 people?to keep them in the air.",http://www.thisamericanlife.org/radio-archives/episode/206/somewhere-in-the-arabian-sea,
205,"Feb 1, 2002",Plan B,"There's the thing you plan to do, and then there's the thing you end up doing. Most of us start off our lives with some Plan A which we abandon...switching to a Plan B, which becomes our life.",http://www.thisamericanlife.org/radio-archives/episode/205/plan-b,
204,"Jan 18, 2002",81 Words,The story of how the American Psychiatric Association decided in 1973 that homosexuality was no longer a mental illness.,http://www.thisamericanlife.org/radio-archives/episode/204/81-words,
203,"Jan 11, 2002",Recordings for Someone,All the stories in this week's show center on personal recordings that one person made for just one other person.,http://www.thisamericanlife.org/radio-archives/episode/203/recordings-for-someone,
202,"Dec 21, 2001",Faith,"Stories of faith: losing it, talking about it, constructing it, and working within it.",http://www.thisamericanlife.org/radio-archives/episode/202/faith,
201,"Dec 7, 2001",Them,"In a time of war, when we're all feeling a heightened sense of ""us"" and ""them,"" we wanted to take up the problem of ""them."" Some people need a good ""them."" Other people tend to see all ""thems"" as more like us. And so we bring you three stories of people misperceiving the them-miness of them.",http://www.thisamericanlife.org/radio-archives/episode/201/them,
200,"Nov 30, 2001",Hearts and Minds,"Of all the wars to win, perhaps the propaganda war is the hardest. In this show, we bring you stories of propaganda wars past and present, by those who fought them and those who survived them.",http://www.thisamericanlife.org/radio-archives/episode/200/hearts-and-minds,
199,"Nov 16, 2001",House on Loon Lake,"Our entire show this week is one long story, sort of a real-life Hardy Boys mystery. More than most of our shows, this one lends itself to a Hollywood-style tagline. Perhaps: ""You Might Break In...But You'll Never Forget."" Or ""Dead Letters Tell No Tales.""",http://www.thisamericanlife.org/radio-archives/episode/199/house-on-loon-lake,
198,"Nov 2, 2001",How to Win Friends and Influence People,Stories of people climbing to be number one. How do they do it? What is the fundamental difference between us and them?,http://www.thisamericanlife.org/radio-archives/episode/198/how-to-win-friends-and-influence-people,
197,"Oct 26, 2001",Before It Had A Name,"There's the time when you know something is happening, but you're not sure exactly what. The illness before it's diagnosed. The era, before it's been given a title. And something changes when the name is given. Stories of that transformation...between what it is now, and what it was before it had a name.",http://www.thisamericanlife.org/radio-archives/episode/197/before-it-had-a-name,
196,"Oct 5, 2001",Rashomon,"In the movie Rashomon, one story is told from four different points of view. The story changes dramatically depending on who's telling it. This week, the events of September 11th, and how their meaning changes depending on who you talk to.",http://www.thisamericanlife.org/radio-archives/episode/196/rashomon,
195,"Sep 28, 2001",War Stories,"In September 2001, we tried to sort out what the war in Afghanistan would be like, and what our lives would be like during this war.",http://www.thisamericanlife.org/radio-archives/episode/195/war-stories,
194,"Sep 21, 2001",Before and After,"Stories in the wake of the events of September 11, 2001.",http://www.thisamericanlife.org/radio-archives/episode/194/before-and-after,
193,"Sep 14, 2001",Stories of Loss,"In the wake of the attacks on the World Trade Center and the Pentagon, a collection of stories in which people try to make sense of loss.",http://www.thisamericanlife.org/radio-archives/episode/193/stories-of-loss,
192,"Aug 31, 2001",Meet the Pros,"The story of one man's journey from obscurity to international professional celebrity?aided only by his own hard work, a sneaker commercial, and mad handles. And other stories of amateurs hurtling themselves at the pros whose jobs they covet.",http://www.thisamericanlife.org/radio-archives/episode/192/meet-the-pros,
191,"Aug 17, 2001",I Know What You Did This Summer,"Stories for the stultifying, torpor-inducing, hottest heat of summer.",http://www.thisamericanlife.org/radio-archives/episode/191/i-know-what-you-did-this-summer,
190,"Aug 3, 2001",Living the Dream,"There's a deep impulse in American culture that says that you can make yourself into anyone. Today, three stories about people who tried to do just that.",http://www.thisamericanlife.org/radio-archives/episode/190/living-the-dream,
189,"Jul 13, 2001",Hitler's Yacht,"Nearly this entire show is devoted to the story of the boat known as ""Hitler's Yacht."" It's a modern-day fable about what happens when the free market, the media, the World War II buffs, the Neo-Nazis, and the Jews all collide over a huge Nazi tourist trap.",http://www.thisamericanlife.org/radio-archives/episode/189/hitlers-yacht,
188,"Jun 22, 2001",Kid Logic,"Stories of kids using perfectly logical arguments, and arriving at perfectly wrong conclusions.",http://www.thisamericanlife.org/radio-archives/episode/188/kid-logic,
187,"Jun 15, 2001",Father's Day '01,"For Father's Day, stories of dads who are utterly human in scale.",http://www.thisamericanlife.org/radio-archives/episode/187/fathers-day-01,
186,"Jun 8, 2001",Prom,"While the seniors danced at Prom Night 2001 in Hoisington, Kansas?a town of about 3,000?a tornado hit the town, destroying about a third of it. When they emerged from the dance, they discovered what had happened, and in the weeks that followed, they tried to explain to themselves why the tornado hit where it did.",http://www.thisamericanlife.org/radio-archives/episode/186/prom,
185,"May 25, 2001",Golden Calf,Stories of people worshiping false idols...and if that's always a bad thing.,http://www.thisamericanlife.org/radio-archives/episode/185/golden-calf,
184,"May 11, 2001",Neighbors,Stories of people trying to love their neighbors...and failing.,http://www.thisamericanlife.org/radio-archives/episode/184/neighbors,
183,"Apr 20, 2001",The Missing Parents Bureau,Stories about the legacy of absent parents. We hear four cases from the files of the Missing Parents Bureau.,http://www.thisamericanlife.org/radio-archives/episode/183/the-missing-parents-bureau,
182,"Apr 13, 2001",Cringe,"Stories that make us cringe, and an investigation into just what, exactly, makes some stories capable of forcing this physical reaction out of us when other stories don't. We hear tales of personal humiliation, romance gone wrong, and people who profoundly misjudge how they're perceived by others.",http://www.thisamericanlife.org/radio-archives/episode/182/cringe,
181,"Apr 6, 2001",The Friendly Man,"A special show, composed entirely of stories from just one This American Life contributor: Scott Carrier, whose strange and compelling stories sound like nothing else on the radio.",http://www.thisamericanlife.org/radio-archives/episode/181/the-friendly-man,
180,"Mar 23, 2001",Return to Childhood,Stories of people who try to revisit their childhoods. What they find. And what they do not find.,http://www.thisamericanlife.org/radio-archives/episode/180/return-to-childhood,
179,"Mar 16, 2001",Cicero,"The story in a way of a town that time forgot, or more accurately, a town that tried to forget the times. A special broadcast co-hosted by award-winning journalist Alex Kotlowitz, author of the books There Are No Children Here and The Other Side of the River.",http://www.thisamericanlife.org/radio-archives/episode/179/cicero,
178,"Feb 23, 2001",Superpowers,We answer the following questions about superpowers: Can superheroes be real people? (No.) Can real people become superheroes? (Maybe.) And which is better: flight or invisibility? (Depends who you ask.) Chris ware's comic mentioned in the episode is here.,http://www.thisamericanlife.org/radio-archives/episode/178/superpowers,
177,"Feb 9, 2001",American Limbo,Stories of people living completely outside the grid of American life. Americans in Paris. Chinese in America. West Virginians in treehouses. Mexican-Americans in Rochester.,http://www.thisamericanlife.org/radio-archives/episode/177/american-limbo,
176,"Jan 26, 2001","Two Nations, One President","In the wake of the 2001 election debacle in Florida, the two political halves of this country seemed angrier at each other than they had in decades. This week we bring you tales of that widening rift. Democrats explain why they're having trouble getting over it, and Republicans explain why this is so infuriating.",http://www.thisamericanlife.org/radio-archives/episode/176/two-nations-one-president,
175,"Jan 5, 2001",Babysitting,"Stories of babysitters, and what goes on while mom and dad are away that mom and dad never find out about.",http://www.thisamericanlife.org/radio-archives/episode/175/babysitting,
174,"Dec 29, 2000","Birthdays, Anniversaries, and Milestones","Birthdays, anniversaries, and milestones of all sorts...and how they mean something whether we want them to or not. A live show taped for our fifth anniversary, back in 2000, when we went on the road to Boston, New York, Chicago, and L.A. Featuring house band OK Go.",http://www.thisamericanlife.org/radio-archives/episode/174/birthdays-anniversaries-and-milestones,
173,"Dec 15, 2000",Three Kinds of Deception,"A story of self-deception, a story about deceiving others, and a story about accidental deception. And how one type of deception can easily turn into another.",http://www.thisamericanlife.org/radio-archives/episode/173/three-kinds-of-deception,
172,"Nov 17, 2000",24 Hours at the Golden Apple,"The This American Life producers document one day in a Chicago diner called The Golden Apple, starting at 5 a.m. and going until 5 a.m. the next morning.",http://www.thisamericanlife.org/radio-archives/episode/172/24-hours-at-the-golden-apple,
171,"Nov 3, 2000",Election,"Stories for the eve of the Presidential election, in which we try to evade, sidestep or look beneath the candidates' soundbites.",http://www.thisamericanlife.org/radio-archives/episode/171/election,
170,"Oct 13, 2000",Immigration,We live in a big enough country that there are lots of laws too obscure for most of us to have heard of...but which actually affect tens of thousands of lives in huge ways. This show deals with one of them: A 1996 immigration law that the Immigration Service itself says is unfair.,http://www.thisamericanlife.org/radio-archives/episode/170/immigration,
169,"Sep 29, 2000",Pursuit of Happiness,"We as a nation declared our independence based on, among other things, the right to pursue our happiness. But what does it mean, over two centuries later, to grow up in a country with an inalienable right to pursue happiness? Stories of people pursuing happiness, and sometimes, achieving it.",http://www.thisamericanlife.org/radio-archives/episode/169/pursuit-of-happiness,
168,"Sep 15, 2000",The Fix Is In,"There are all sorts of situations in which we suspect the fix is in, but we almost never find out for certain. On today's show, for once, we find out.",http://www.thisamericanlife.org/radio-archives/episode/168/the-fix-is-in,
